KU_KOD;KU_NAZEV;CELKOVY_POCET_PARCEL;CELKOVA_VYMERA;Orn· p˘da(2)-v˝mÏra;Chmelnice(3)-v˝mÏra;Vinice(4)-v˝mÏra;Zahrada(5)-v˝mÏra;Ovocn˝ sad(6)-v˝mÏra;Trval˝ travnÌ porost(7)-v˝mÏra;LesnÌ pozemek(10)-v˝mÏra;VodnÌ plocha(11)-v˝mÏra;ZastavÏn· plocha a n·dvo¯Ì(13)-v˝mÏra;OstatnÌ plocha(14)-v˝mÏra;DOMY_S_CP;STAVBY_S_CE;LV
648574;Hrub· Sk·la;3341;11763216;1415452;0;0;279328;989687;2010845;5763290;509639;125626;669349;302;107;729
648591;Hrub· Voda;1507;15981173;95903;0;0;125073;0;454794;14377557;166053;63783;698010;99;320;510
648604;Hrub· Vrbka;6827;13183632;5078315;0;0;163162;11098;5274455;1977972;120258;149972;408400;261;0;1044
648612;HrubËice;1538;8332262;7318604;0;0;152816;16546;4642;19949;75297;175923;568485;293;0;490
648639;Hruböice;746;4816158;2484850;0;0;70275;28787;826976;692335;96335;74765;541835;120;8;280
648647;Hrub˝ JesenÌk;2132;6490751;5738036;0;0;198745;88474;14975;0;31877;151021;267623;249;0;481
648655;Hrusice;2571;5433087;2419603;0;0;642004;15757;625268;1035396;145289;108804;440966;252;379;960
648671;Hruöka;1077;4484273;3667802;0;0;107545;0;15944;6404;55682;66228;564668;118;3;279
648680;HenËov;809;5049434;1539324;0;0;53305;27736;313643;2242899;19239;36099;817189;53;13;139
648698;HruökovÈ Dvory;2025;3140241;1947611;0;0;141116;419;115664;67640;34597;181606;651588;94;312;766
648701;Hruöky;8711;15912184;12202235;0;1450452;323679;317639;0;178534;48752;354083;1036810;594;3;1752
648728;Hruöky u Brna;2757;5467099;4770900;0;842;178635;17734;26128;0;23407;128174;321279;270;0;503
648736;Hruöov nad Jizerou;688;4943197;3921980;0;0;76519;13210;57713;457208;42053;76979;297535;114;2;192
648752;Hruöov·;1009;6079683;4235812;0;0;119564;247;857395;246543;117469;95701;406952;136;1;280
648761;Hruöova Lhota;346;2387122;972669;0;0;43351;0;437041;808159;43282;21706;60914;27;5;105
648779;Hruöovany u Chomutova;984;4435643;3662119;0;0;31909;3193;191667;11740;21009;61235;452771;70;5;123
648787;Laûany u Chomutova;337;3192330;2598533;0;0;12748;0;18229;0;33970;37068;491782;26;0;57
648795;VysoËany u Chomutova;299;4946422;2733286;0;0;1013;0;47817;74843;19899;7693;2061871;5;0;50
648809;Hruöovany nad Jeviöovkou;4995;25306085;18173552;0;316904;361651;379489;1122613;1443053;527849;589773;2391201;989;3;1814
648833;Hruöovany u Brna;4428;9083088;5963217;0;190401;300811;55286;31120;639565;44759;320479;1537450;739;257;1841
648876;Hrutov;1198;2557249;1567031;0;0;41868;0;572127;194929;30142;32043;119109;54;2;103
648884;H¯ebeË;2710;4220755;2964106;0;0;246860;20578;126523;6199;54362;197326;604801;625;66;983
648906;H¯ebeËnÌky;1560;8635542;3361729;0;0;88699;40668;318961;4196274;209702;84494;335015;91;134;342
648922;T˝¯ovice nad Berounkou;932;3008717;1672086;0;0;50015;0;285333;592158;101668;34669;272788;44;71;176
648931;H¯edle u Zdic;1244;12359875;2476650;0;0;116972;25151;1062250;8059476;133923;92943;392510;169;39;340
648949;H¯edle;4277;8230038;5195276;728800;0;148740;47201;118826;1301001;34110;181974;474110;241;3;428
648957;H¯ensko;802;9509791;2904;0;0;27799;0;77936;8587704;511112;44106;258230;108;2;167
648965;H¯eöice;981;4018659;2330911;0;0;24040;86089;273009;1046762;55935;38273;163640;48;40;174
648973;H¯eöihlavy;637;3729105;1844847;0;0;61912;0;110933;1527523;20915;26472;136503;44;46;151
648981;H¯ÌbÏcÌ;1313;5051849;1833496;0;0;72707;0;542172;2172910;134532;49081;246951;93;3;224
648990;H¯ibojedy;651;4081384;2431606;0;0;209178;3236;415039;590272;33339;55548;343166;60;0;119
649007;HvÏzda;282;1623518;1200068;0;0;113920;0;173187;0;7384;16530;112429;21;0;46
649023;H¯ibsko;944;3726811;3160360;0;0;54394;158344;48071;36333;24278;45985;199046;61;0;148
649031;H¯Ìchovice;1657;3045041;1930506;0;0;28758;0;377467;530407;10483;35553;131867;39;0;104
649058;H¯imÏûdice;1918;6792564;2417076;0;0;183811;4633;665513;2095008;771068;83876;571579;160;156;484
649066;Vestec u H¯imÏûdic;694;1714453;513345;0;0;52767;2968;170629;527375;204069;22962;220338;34;61;156
649074;H¯Ìöice;2377;6386605;4203523;0;0;61734;0;421624;1131542;231280;85467;251435;84;0;176
649082;Bed¯ichovice u H¯Ìökova;210;2102850;1933863;0;0;21847;13945;0;5881;9140;27554;90620;34;0;125
649091;H¯Ìökov;1030;8141007;5761202;135106;0;111755;72076;37013;1548788;17667;130450;326950;174;3;364
649112;Nov· Ves u H¯Ìökova;1159;6116394;1650209;431983;0;82082;30843;93942;3554078;34402;47178;191677;56;5;186
649121;H¯iötÏ;822;4415931;2644260;0;0;36924;0;592145;872035;82312;36518;151737;40;3;127
649139;H¯ivËice;1970;7721687;5720771;0;0;81790;94518;125577;1078058;4191;95018;521764;128;10;276
649147;H¯ivice;2395;6458488;1782821;1818593;0;89462;25312;203669;1946813;40715;107373;443730;188;8;302
649155;Markvarec u H¯ivic;540;3662570;991326;0;0;35841;0;14950;2493336;3338;35185;88594;56;62;166
649163;H¯ivÌn˘v ⁄jezd;2344;7660907;1891317;0;0;103745;4965;1660451;3029480;54331;95147;821471;190;3;445
649171;H¯ivno;447;3758399;3336494;0;0;50160;0;3517;70820;19509;46329;231570;62;0;142
649180;H¯menÌn;891;3613529;2988130;0;0;62036;66381;132527;207003;9164;49302;98986;57;0;104
649198;Hubenice;242;1217909;1089651;0;0;28345;0;22780;0;10454;29525;37154;34;0;76
649210;Hubenov;629;2555880;675031;0;0;58595;0;1105745;383809;135212;42158;155330;55;9;133
649228;Hudcov;1242;2624322;1520547;0;0;79007;2513;183490;0;3371;98717;736677;167;1;337
649236;HudËice;2254;8764615;3573139;0;0;112355;0;1156304;3081438;69124;108393;663862;111;13;263
649252;Hudlice;4440;20752175;5333069;0;0;314174;76732;1770787;12326725;53613;199141;677934;460;76;878
649279;Hukovice;1176;5003010;3217752;0;0;155247;0;833157;402358;43062;75313;276121;112;3;245
649287;Hulice;964;6476065;2269896;0;0;75466;3270;283694;1781425;1201216;175757;685341;121;16;245
649309;HulÌn;7960;25282760;12788135;0;0;561945;134248;285570;2986145;2841730;640478;5044509;1228;70;4056
649317;Humburky;910;2585215;1812480;0;0;62844;0;448437;0;59314;72019;130121;129;1;239
649325;Humpolec;8986;12919533;3575466;0;0;896220;6184;1327462;2985506;289101;977350;2862244;1628;401;4119
649406;Rozkoö u Humpolce;561;1642140;183876;0;0;128385;3744;95324;1078172;0;42750;109889;131;1;222
649414;VilÈmov u Humpolce;406;271182;128590;0;0;60866;0;20633;0;4137;28151;28805;106;2;159
649473;HunËice;1004;2859382;2158270;0;0;42827;3438;275712;149384;5686;39762;184303;33;0;77
649481;TÏchodÏly;874;2092863;622666;0;0;5303;0;15826;637212;581718;13649;216489;2;318;346
649490;Koöetice u HunËic;1988;7951271;2663196;0;0;38954;0;286352;4652820;2118;24658;283173;34;52;162
649503;Lipno u HunËic;1650;6184767;3104879;0;0;56392;5245;290720;2238238;142281;51091;295921;52;82;189
649520;HuntÌ¯ov u DÏËÌna;1583;7245844;1651523;0;0;121129;0;1593009;3154603;6227;101788;617565;145;8;236
649546;Nov· Oleöka;656;2350029;295110;0;0;33008;0;688186;1145960;11849;23527;152389;49;24;115
649554;Star· Oleöka;1370;4634961;1516228;0;0;64177;0;499191;1696949;169527;46235;642654;71;147;291
649562;H˘rka;1405;4399793;2459829;0;0;168885;9104;261326;1235595;17999;59793;187262;110;7;277
649589;H˘rky u Liöova;1544;9691352;4993059;0;0;161234;0;1713513;2193181;249688;100916;279761;125;2;226
649597;Blato u H˘rek;793;7598797;1992318;0;0;11194;0;1751140;3292183;168743;31053;352166;45;86;197
649601;H˘rky;556;2298343;161405;0;0;52557;0;902981;910361;10403;28694;231942;55;1;121
649619;Kaproun;544;4096660;121422;0;0;9464;0;1047279;2630415;35934;10013;242133;22;0;58
649627;Klenov· u H˘rek;871;9483534;502641;0;0;24258;0;1535772;6841845;233828;24977;320213;31;0;66
649635;SenotÌn;850;7377074;786103;0;0;24564;0;1512700;4332873;165633;25143;530058;41;1;85
649643;H˘rky u Rokycan;1422;12068605;1230075;0;0;98697;0;499685;9904456;27209;47250;261233;100;127;293
649651;H˘ry;2304;5342760;3350675;0;0;132697;0;516666;246258;37260;103759;955445;189;17;498
649660;HusÌ Lhota;672;3317252;1731203;0;0;65737;0;91126;1187322;9085;50056;182723;61;0;124
649678;Husinec u ÿeûe;2707;2966905;611445;0;0;496899;138064;38373;383505;295663;148111;854845;394;143;1149
649694;Horouty;181;1596472;382320;0;0;10235;0;667461;431169;5725;10801;88761;14;0;59
649708;Husinec;1804;6307828;2663518;0;0;242228;168037;925941;912477;620873;164898;609856;362;27;683
649716;V˝rov u Husince;469;2440429;638937;0;0;60580;42651;544253;741117;17943;46635;348313;48;2;109
649767;Huslenky;8739;35084135;2438791;0;0;324893;0;10658725;18689455;246788;302663;2422820;740;78;1711
649856;HustÌ¯any;637;4492464;2597185;0;0;109806;41739;215673;1296814;34972;54784;141491;86;1;176
649864;HustopeËe u Brna;12410;24608540;11706603;0;2743005;1084533;1274608;1025138;334181;207161;955497;5277814;1239;151;3610
649988;HustopeËe nad BeËvou;4015;11481835;6125459;0;0;354054;9646;1425911;1568546;541824;226103;1230292;332;39;832
649996;HuötÏnovice;6483;6596337;5100814;0;305;232469;35290;172045;26785;323808;177424;527397;374;3;887
650005;HutÏ pod T¯emöÌnem;1484;11554254;960317;0;0;70307;0;830410;9247604;90462;56232;298922;70;53;226
650013;Hutisko;3725;13233908;786759;0;0;240728;11929;2553773;8489468;28604;89123;1033524;319;89;653
650064;Solanec pod Sol·nÏm;4327;16658162;1229317;0;0;228305;4511;3213960;10482784;89259;113235;1296791;390;81;772
650099;Arnoltice u HuzovÈ;515;7357868;3778728;0;0;5631;0;2190728;1053902;7232;33704;287943;40;1;99
650102;Huzov·;2106;23584267;333350;0;0;44624;25326;10971763;10996288;79799;88255;1044862;113;2;272
650111;Veve¯Ì u HuzovÈ;256;3447063;390307;0;0;3223;0;1021267;1921034;5466;10775;94991;29;2;53
650129;Bukovice;1016;2434624;819524;0;0;72822;22363;1028806;202467;6467;67223;214952;152;0;288
650137;HlavÚov;1157;4352286;541502;0;0;88848;12098;1593028;1825267;28928;42873;219742;118;4;175
650145;NovÈ HvÏzdlice;1483;7484105;4765865;0;0;111684;16466;166276;1762917;85984;122616;452297;197;23;455
650153;StarÈ HvÏzdlice;1675;3894255;1985913;0;0;55670;9065;9154;1674013;19082;34109;107249;56;2;146
650170;HvÏzdonice;858;1403210;532273;0;0;156600;0;74822;202848;64887;64836;306944;148;44;273
650188;HvÏzdoÚovice;990;2596222;1770386;0;0;44611;16624;281079;255844;21999;30365;175314;42;7;151
650196;Hvozd;1285;3676932;2912752;136474;0;56528;13250;197951;125006;10704;59178;165089;71;9;172
650218;DraûeÚ;1485;8022574;2753668;0;0;102244;4036;1250002;3152203;101084;54630;604707;62;41;235
650226;Hodoviz;2721;5774320;1362542;0;0;35104;0;700219;3186982;93367;38243;357863;22;12;97
650234;Hvozd u ManÏtÌna;1968;5304515;2555287;0;0;83802;0;362758;1974737;19030;65202;243699;70;0;126
650242;Hvozd u Konice;2032;7123745;4282293;0;0;162274;17599;684850;1569181;4857;91619;311072;165;5;318
650251;KluûÌnek;1289;3011641;2176235;0;0;66884;3013;142642;469813;8670;39313;105071;55;0;130
650277;VojtÏchov u Konice;904;2236716;623234;0;0;49578;0;860195;520326;38073;31047;114263;76;3;139
650285;Hvozdec;1040;3824090;745562;0;0;91765;4169;661961;2063800;69544;48323;138966;128;18;200
650307;Hvozdec u VeverskÈ BÌt˝öky;992;3636691;2089232;0;0;71289;15840;30159;1134039;39010;52854;204268;113;3;255
650315;Hvozdn·;3426;7282225;2948433;0;8;312167;69174;723551;2446087;131777;158923;492105;388;76;848
650323;Hvozdnice;1513;4713469;1678502;0;0;296486;3261;224092;2211015;33533;70994;195586;212;215;590
650331;HvoûÔany;2730;7853493;3584940;0;0;142077;13021;1307595;1951621;314106;100181;439952;164;19;407
650340;PozdynÏ;1014;2388403;1029034;0;0;24867;0;464380;439768;229014;30801;170539;37;7;110
650358;HvoûÔany u BechynÏ;2026;10971701;4289487;0;0;91229;0;960202;4676083;315871;73081;565748;86;12;264
650366;Hybr·lec;1535;10497336;4628355;0;0;113758;0;792181;4056471;142081;98098;666392;160;49;385
650374;Dlouh· Voda;519;11123038;7249;0;0;35393;0;930436;9921674;27663;23403;177220;19;27;92
650382;HynËice u Krnova;1843;12542143;1006132;0;0;268216;0;3337243;7063707;106625;101669;658551;192;4;284
650391;Valötejn;1014;5844965;193;0;0;94796;0;4199808;1064778;15836;33381;436173;35;15;106
650404;Ztracen· Voda;265;2059354;0;0;0;2333;0;680164;1201208;5902;3575;166172;1;3;25
650412;HynËina;1304;22937974;1263398;0;0;111947;0;2598990;18148093;65486;47089;702971;75;54;231
650421;Hyröov;508;2361657;1506299;0;0;36348;0;635983;17509;12632;29254;123632;38;0;73
650439;Chalupy;273;2621621;1225015;0;0;21795;0;1121569;101662;29998;12771;108811;12;0;28
650447;Pl·nÏ na äumavÏ;151;2873267;1664985;0;0;27074;0;812171;220856;29477;5950;112754;4;0;18
650455;PomezÌ na äumavÏ;155;2690021;1261354;0;0;10842;0;604833;655320;17701;14165;125806;11;0;30
650463;Sruby na äumavÏ;184;4805866;617950;0;0;0;0;1251706;2558650;24361;6905;346294;0;0;13
650471;H˝skov;3662;6403655;2969205;0;0;325134;100130;1397520;354472;297813;203235;756146;575;191;1136
650480;H˝sly;3342;8257804;4880001;0;660478;74004;268213;151397;1567264;103944;120288;432215;140;0;732
650498;Chaba¯ovice;3361;9514254;3524712;0;0;230002;131916;551420;418141;645582;262562;3749919;596;67;884
650528;Chabe¯ice;2027;7953341;3511838;0;0;108108;10605;1738882;1338743;121944;115137;1008084;137;58;387
650536;Hl·snice u äternberka;682;2761587;1565250;0;0;79169;0;395347;506810;774;44044;170193;71;11;135
650544;ChabiËov;713;11477296;1059903;0;0;56975;0;1123301;8780729;33752;32136;390500;41;3;89
650552;Chabrovice;623;2236525;1439218;0;0;26605;0;366597;230537;53204;26607;93757;27;0;73
650561;Chacholice;855;2422178;1726080;0;0;90184;28379;81393;246465;45596;62555;141526;93;18;228
650579;Chaloupky;1918;1795814;382652;0;0;242459;17464;353479;387337;149052;87093;176278;252;74;467
650617;Dobrotice u Chanovic;1150;2884791;1984606;0;0;30337;17658;232087;348143;38202;35859;197899;30;3;113
650625;Holkovice;785;3103470;2151118;0;0;49950;0;420223;228772;35873;49684;167850;56;10;117
650633;Chanovice;1751;4586412;965002;0;0;88287;3384;1108801;1563158;153174;127737;576869;131;17;326
650641;Charvatce u Jabkenic;635;3541073;2926888;0;0;164817;8467;83446;5707;125158;84000;142590;111;12;353
650668;Charvatce u Loun;489;3508994;2426770;0;0;28511;19449;592590;177028;30388;36505;197753;35;3;96
650676;Mnichov u Loun;483;2113993;1150082;0;0;19798;0;741564;63027;6503;18499;114520;16;0;59
650684;Charv·tsk· Nov· Ves;6657;15661390;6298476;0;945545;408969;54363;180505;5404293;1144370;321084;903785;714;4;2392
650714;Charv·ty;2075;8880393;7535543;128;0;333784;3061;136826;66133;164375;149037;491506;290;6;585
650722;Chbany;359;2354628;1746576;0;0;30265;0;1273;321530;4651;42600;207733;38;0;66
650731;P¯eskaky;433;5378234;5035108;26259;0;5591;4762;33848;49246;5162;28974;189284;11;0;53
650749;Roztyly;117;1270068;1212673;0;0;3507;0;4041;0;1890;8262;39695;7;0;20
650757;SobÏsuky nad Oh¯Ì;304;2259761;1474389;62511;0;2363;0;54254;20477;11169;26964;607634;5;2;34
650765;Vadkovice;612;2730375;1219549;0;0;8834;0;16955;11073;1341828;20388;111748;19;91;261
650773;Vikletice;604;5056762;1025628;0;0;11639;0;0;1243195;2037141;294550;444609;13;21;120
650781;Brocno;1881;12238843;5622470;53390;0;66649;5561;175209;5843036;2909;88423;381196;96;21;176
650790;Chcebuz;1882;6593289;3856044;490319;0;105667;28835;567418;1105359;14263;119503;305881;108;27;232
650803;⁄jezd u Chcebuze;465;5021425;1625650;0;0;22231;10866;100588;3131546;1081;25225;104238;15;5;46
650820;B¯Ìza nad Oh¯Ì;308;1976786;1077127;0;0;10879;7954;163422;324788;129438;13188;249990;8;37;91
650838;Cetnov;555;1604843;730888;0;0;2284;0;375095;226352;953;16147;253124;13;144;210
650846;Podho¯Ì u Chebu;776;2981848;371383;0;0;68313;0;22361;2193463;1587;13165;311576;1;254;324
650854;Klest;162;1567733;1005060;0;0;4466;0;332190;13177;11194;12346;189300;20;0;47
650862;Skalka u Chebu;892;2659233;1848232;0;0;4676;0;257696;94424;19136;31921;403148;39;219;323
650871;St¯Ìûov u Chebu;396;1937861;1216361;0;0;15588;0;373944;0;59901;28451;243616;28;11;132
650919;Cheb;11725;19664103;3883301;0;0;850881;18269;2403732;238167;4357684;1372895;6539174;2320;1294;12421
651028;HradiötÏ u Chebu;973;2827096;1245229;0;0;55888;17743;244295;4012;43949;130788;1085192;100;30;196
651052;DolnÌ Dvory;415;3049158;2452215;0;0;9557;0;67574;0;17209;99034;403569;23;0;64
651061;HornÌ Dvory;204;2284386;1572836;0;0;501;0;494882;0;7977;23049;185141;20;0;40
651079;D¯enice u Chebu;1587;14626528;4878319;0;0;1431;0;311430;302240;7233857;102820;1796431;45;418;532
651117;ChelËice;874;4822241;234837;0;0;154300;2130331;336995;1339486;111540;90825;423927;129;1;228
651125;Truskovice;742;6222303;645817;0;0;93431;2447387;855779;1768992;77507;58984;274406;88;1;176
651133;Cheznovice;1367;7806966;2566868;0;0;234558;0;1144785;3334288;65204;135288;325975;268;81;463
651141;ChlebiËov;1678;3620807;2917572;0;0;147841;0;129901;9602;13092;136081;266718;272;0;489
651150;Chlebovice;1853;7748124;2977150;0;0;418382;4692;657714;2744296;53298;147443;745149;276;29;465
651168;Chleby u T˝nce nad S·zavou;954;2342791;754960;0;0;18606;0;944706;419454;31246;32594;141225;25;3;67
651184;Chleby;788;9588361;8553699;0;0;85121;27833;26522;50677;148746;169036;526727;177;0;402
651206;Chleny;606;4092952;2261921;0;0;148832;0;456421;1018875;8737;49416;148750;77;1;189
651222;Krchleby u Kostelce nad OrlicÌ;642;1692392;946756;0;0;53247;0;404420;173689;25259;25832;63189;38;0;100
651249;SvÌdnice u Kostelce nad OrlicÌ;1539;4619789;2632636;0;0;134502;0;576630;969120;28558;77243;201100;92;0;182
651257;Vrbice u Kostelce nad OrlicÌ;740;2427209;1579344;0;0;78952;0;317359;296539;1442;41532;112041;61;1;112
651273;ChlÌstov u Beneöova;1147;2888403;1399180;0;0;111722;67390;292138;633444;31278;62969;290282;133;21;245
651290;⁄roËnice;2740;6649530;4106614;0;0;151803;9705;584454;1114621;36095;92556;553682;153;32;355
651320;Chlistov;1626;3919583;266494;0;0;91759;9594;1741260;1382457;51577;52161;324281;75;66;270
651338;ChlÌstov u Rokytnice nad Rokytnou;927;3770053;2369158;0;0;125164;16713;571351;200163;53896;57687;375921;103;2;197
651346;ChlÌstovice;1109;6370671;4369930;0;0;118528;8998;196259;1043580;77707;103341;452328;122;3;314
651354;Chroustkov;220;1815041;1202980;0;0;15771;13708;156221;301985;6843;26559;90974;21;0;53
651362;Zdeslavice u ChlÌstovic;408;6203186;1668366;0;0;34640;6033;316419;3875619;70031;30895;201183;38;23;187
651371;Chloumek u MladÈ Boleslavi;396;2811553;952590;0;0;52853;159290;26320;1252174;3151;23471;341704;50;0;129
651389;Barovice;277;1430803;223458;0;0;22346;6745;640881;444089;1442;16783;75059;25;3;65
651397;Chloumek;658;6112361;1758918;0;0;94411;6895;1515489;2475633;44124;38031;178860;49;17;149
651427;Chlum u Vlaöimi;2204;4193567;2672288;0;0;58077;0;312058;901482;20495;56644;172523;51;1;162
651443;Chlum u RakovnÌka;725;13729765;1409836;0;0;53059;17824;207852;11432587;28346;67935;512326;62;11;147
651451;RyöÌn;633;1339635;682939;0;0;51776;0;342904;53837;31885;30934;145360;41;9;101
651460;Chlum u K¯emûe;2189;16094909;4543864;0;0;235842;49329;1712399;8738099;89101;154633;571642;326;36;684
651494;Chlum u BlatnÈ;1714;6211791;3348925;0;0;66384;0;505541;1838568;49718;67240;335415;82;6;234
651516;Chlum u Blovic;1823;4049869;2651292;0;0;76918;0;480758;489569;9567;53112;288653;82;1;163
651524;Chlum nad Berounkou;582;8556610;3436000;0;0;32705;0;644221;3968575;59189;54716;361204;57;56;184
651532;Chlum u DubÈ;933;9271219;3777729;0;0;103252;221729;1829180;2414377;19163;74928;830861;83;10;177
651541;Chlum u Hradce Kr·lovÈ;737;2022776;1677011;0;0;98160;3832;55525;2107;5418;64300;116423;86;0;179
651559;Chlum u Hlinska;1554;5650007;2173909;0;0;62725;3875;1462380;1082215;54868;58077;751958;146;2;272
651567;Chlum u Ho¯ic;594;5068683;1920714;0;0;114682;133267;308311;2360536;2799;44603;183771;64;1;202
651575;Babolky;834;1757050;916073;0;0;43326;3850;184298;458980;0;13082;137441;29;2;66
651583;Chlum u Letovic;759;2007553;900012;0;0;43118;8200;551650;289406;1824;18502;194841;30;0;73
651591;Chlum nad Jihlavou;2779;6926623;3166989;0;0;94937;0;1368467;1789003;60746;53022;393459;65;22;183
651605;Chlum;507;2210243;279429;0;0;14974;15455;761326;731808;89338;14264;303649;21;7;51
651613;Korouhvice;626;1809086;225186;0;0;0;0;339609;470996;404893;1010;367392;4;1;76
651621;Chlum SvatÈ Ma¯Ì;884;4704540;838033;0;0;192224;7670;552648;2617680;12373;41720;442192;131;6;213
651630;Chlum u T¯ebonÏ;4815;18630620;2543119;0;0;287876;2985;2562731;9352324;1968494;275597;1637494;460;43;1405
651702;Chlumany;1861;5568153;2858334;0;0;100303;46518;530279;1596183;38344;53633;344559;114;0;301
651711;PÏËnov;780;1982882;1213770;0;0;16800;0;264433;303560;4932;18230;161157;53;0;101
