KU_KOD;KU_NAZEV;CELKOVY_POCET_PARCEL;CELKOVA_VYMERA;Orn· p˘da(2)-v˝mÏra;Chmelnice(3)-v˝mÏra;Vinice(4)-v˝mÏra;Zahrada(5)-v˝mÏra;Ovocn˝ sad(6)-v˝mÏra;Trval˝ travnÌ porost(7)-v˝mÏra;LesnÌ pozemek(10)-v˝mÏra;VodnÌ plocha(11)-v˝mÏra;ZastavÏn· plocha a n·dvo¯Ì(13)-v˝mÏra;OstatnÌ plocha(14)-v˝mÏra;DOMY_S_CP;STAVBY_S_CE;LV
713091;OsiËky;611;3321673;2549635;0;0;114007;5593;114378;135533;23701;62232;316594;62;1;150
713104;OsÌk;2700;12617365;9433116;0;0;487705;423556;752987;410148;86929;195904;827020;359;0;594
713112;Osiky;849;7563841;1094881;0;0;85839;0;501620;5655246;676;32783;192796;65;19;155
713121;Bed¯ichov u Oskavy;1061;25443681;43670;0;0;93347;0;1176701;23692329;45647;36950;355037;76;32;168
713139;Mostkov;979;4542515;2233571;0;0;175828;0;764399;983039;55836;50068;279774;85;39;208
713147;Oskava;1520;9489836;27375;0;0;240442;0;656855;8099354;66799;88726;310285;176;21;396
713155;T¯emeöek;1576;14963435;830979;0;0;114998;0;2623754;10750705;13829;46097;583073;63;30;150
713163;Osko¯Ìnek;1719;5612341;4754614;0;0;157383;66997;39219;7703;53742;157661;375022;234;0;489
713180;Oslavany;5107;16190932;5652229;0;0;414311;208405;597821;6714080;368241;424917;1810928;1100;188;2142
713198;Oslavice;1633;6371164;2489742;0;0;185907;0;871516;2225075;40528;107382;451014;214;5;385
713201;Oslnovice;2353;6119742;2321749;0;0;46864;0;114880;2310624;824050;41613;459962;40;406;478
713228;Oslov;1000;15350822;5084285;0;0;67353;0;672472;7265517;1738279;100030;422886;123;91;303
713244;Tukleky u Oslova;398;4019056;1971842;0;0;32864;0;513886;1054771;225804;45328;174561;41;10;124
713252;Vlastec;824;7501845;5155662;0;0;124824;13920;816243;916541;47848;94690;332117;105;3;260
713279;Osnice;3046;6435609;4248491;0;0;373837;5402;366228;688527;38177;176589;538358;579;107;1031
713287;ZdimÏ¯ice u Prahy;1813;3751451;3037004;0;0;49206;8605;127628;29298;27829;144486;327395;347;0;954
713295;Osoblaha;1348;16481169;11612350;0;0;288960;0;266865;1783115;361792;113336;2054751;174;0;283
713309;SlezskÈ Pavlovice;517;6634229;5130293;0;0;66084;0;385627;109432;192737;42505;707551;53;0;102
713317;Studnice u Osoblahy;110;1768653;1184826;0;0;12485;0;22213;118881;138208;6258;285782;2;0;11
713325;Osov;1346;2451605;1656350;0;0;118352;39056;182252;0;75080;103440;277075;156;7;270
713341;Osov·;646;3579771;1642899;0;0;25994;17991;266105;1127248;228885;32166;238483;25;12;205
713350;Osov· BÌt˝öka;2383;6735989;4524302;0;0;189121;9615;438335;520921;82252;146496;824947;279;37;540
713368;OsovÈ;567;3245122;1258658;0;0;37343;0;377845;1452667;27786;24034;66789;37;15;97
713376;Ostaöov na MoravÏ;851;2134246;1679089;0;0;36512;4082;82289;187286;24730;34828;85430;49;0;99
713384;Ostojkovice;4084;7021303;4033445;0;0;66688;0;722064;1739090;81613;59480;318923;58;0;146
713392;Ostopovice;4399;3850442;2288552;0;2122;434739;23776;112229;269381;21404;137280;560959;430;197;1486
713406;Ostr·;1947;11069032;6936688;0;0;153985;14633;588611;1630983;627011;144920;972201;248;193;833
713422;Ostrata;1653;3558021;1938919;0;0;195367;0;121981;982298;19522;84732;215202;137;8;311
713520;Moravsk· Ostrava;7985;7637936;19246;0;0;91423;0;2725;0;174256;1796951;5553335;2072;1;11558
713767;P¯Ìvoz;3940;5607161;37647;0;0;99695;0;99450;36652;401542;798468;4133707;598;0;1463
713830;Mari·nskÈ Hory;5253;5600311;115196;0;0;174883;0;58156;15490;319331;834904;4082351;1032;0;3401
713937;Nov· Ves u Ostravy;2431;3066994;1045293;0;0;226995;4474;237167;321382;125886;213159;892638;192;0;911
713970;Z·b¯eh-Hulv·ky;1288;1752850;8743;0;0;78534;0;5671;151474;2378;506735;999315;235;0;347
714071;VÌtkovice;4338;5152180;8781;0;0;233495;0;222;0;323253;1815044;2771385;838;0;1711
714089;Z·b¯eh-Vé;1315;1323340;18444;0;0;72944;0;527;46639;450;482622;701714;243;0;478
714224;KunËice nad OstravicÌ;2830;7878245;392936;0;0;361980;0;24480;137836;96953;1791777;5072283;437;1;565
714241;KunËiËky;2173;2505686;143716;0;0;282466;0;12070;5517;67417;279126;1715374;335;0;486
714305;Z·b¯eh nad Odrou;7458;7439857;260511;0;0;619894;0;246490;527430;168508;988300;4628724;2040;41;8308
714534;Hrabov·;5721;9210500;2568542;0;0;650980;0;1069945;317215;515419;836843;3251556;893;8;2118
714585;Hrab˘vka;3266;4285170;1538;0;0;225977;0;73;63004;177439;502178;3314961;1337;0;6032
714691;He¯manice;4206;7089821;2071007;0;0;839094;7054;302186;722279;1483411;269689;1395101;871;19;1311
714747;Mich·lkovice;4610;2891526;265734;0;0;963901;16417;170236;497820;46586;275616;655216;826;32;1425
714828;Slezsk· Ostrava;8589;11975285;712868;0;0;1082232;39628;196452;1937626;477181;699995;6829303;1402;20;3494
714917;Hruöov;3051;4212127;129217;0;0;321701;0;96495;50217;242062;215403;3157032;303;4;371
714941;Muglinov;3352;2023205;161895;0;0;488557;94894;23486;31322;99930;230185;892936;833;5;1592
715018;Radvanice;5858;8138282;830434;0;0;1028967;71535;188100;3168131;127284;506945;2216886;1205;10;1714
715085;Bartovice;4414;8525286;2338721;0;0;585916;0;695374;1530683;245055;495893;2633644;627;10;1111
715174;Poruba;5996;10027656;3253557;0;0;481754;0;319639;1009011;180632;907724;3875339;1470;8;5608
715221;Poruba-sever;2289;3151495;8192;0;0;33858;0;17563;97815;2513;382674;2608880;711;14;9513
715301;Pustkovec;2142;1071936;233514;0;0;254826;0;66107;27096;12431;118195;359767;385;3;774
715379;Martinov ve Slezsku;3355;4026800;1620486;0;0;344017;0;535221;237902;117398;273400;898376;272;252;1297
715433;T¯ebovice ve Slezsku;3324;2820551;95848;0;0;416696;25929;84724;182041;212549;465657;1337107;590;87;1538
715506;Svinov;6859;11623459;3256951;0;0;737218;8446;1061113;1877521;661427;469400;3551383;1051;59;2544
715620;V˝ökovice u Ostravy;3145;3290996;687200;0;0;314405;2505;623915;197913;158922;229726;1076410;680;0;3066
715646;StarÈ Hamry 2;3353;13139582;252119;0;0;277382;20865;1450107;10160400;107020;141144;730545;241;530;1021
715671;Ostravice 1;6512;14567569;1311184;0;0;561286;16641;3301373;7517387;326465;295703;1237530;574;687;1682
715719;OstrÈ;1217;2505884;866257;157550;0;22499;14205;135066;1146304;670;27588;135745;33;17;88
715727;OstromÏ¯;1890;5872046;1961412;0;0;292310;509619;726645;1430476;85555;229370;636659;412;0;743
715735;Ostrov u BohdanËe;379;3599175;849390;0;0;26182;12603;593295;1865265;41452;29947;181041;43;0;102
715743;Ostrov u Tochovic;641;2803357;1780277;0;0;51058;0;482123;94752;23304;30431;341412;51;26;152
715760;Ostrov na äumavÏ;893;7241628;296583;0;0;16850;35151;3655903;2357998;194102;31686;653355;77;4;118
715778;BÏleÚ;580;5039302;330906;0;0;43807;0;1036765;2976873;204783;4250;441918;6;16;150
715786;HornÌ Dlouh·;329;4509948;98157;0;0;30;0;1810669;2192897;16391;3321;388483;4;1;47
715794;HornÌ OkolÌ;175;5494903;7140;0;0;0;0;1792882;3503475;21035;2502;167869;0;1;14
715808;äaflÈ¯ov;350;3335557;59581;0;0;414;0;1300934;1596544;40439;829;336816;3;3;34
715816;Arnoldov;235;2626256;0;0;0;0;0;904770;1472784;0;10832;237870;1;0;6
715824;HornÌ éÔ·r u Ostrova;869;4264808;374031;0;0;51304;0;951545;2220451;32201;87981;547295;85;5;170
715841;Vykmanov u Ostrova;372;1917848;650502;0;0;18206;0;365311;499719;16999;49498;317613;27;1;88
715859;DolnÌ éÔ·r u Ostrova;1199;3616139;2208432;0;0;96121;0;169173;72804;143355;321614;604640;80;103;463
715883;Ostrov nad Oh¯Ì;6304;9553742;1502299;0;0;722896;0;1871952;728299;587840;572539;3567917;1039;78;7218
715956;Mo¯iËov;1185;8171262;1572567;0;0;65900;0;2069127;3736540;168523;40421;518184;26;24;151
715964;Lhota u Tachova;405;5712488;895531;0;0;6052;0;1685815;2524816;300588;11889;287797;4;5;34
715972;Ostrov u Tachova;937;5300347;2201598;0;0;26720;0;361225;1108725;534607;338572;728900;31;4;81
715981;Ostrov;872;4177764;3390836;0;0;53486;14647;247665;117832;30313;56950;266035;74;0;215
715999;Ostrov u Lanökrouna;2056;18484481;8345716;0;0;134602;0;2864963;5066365;181264;93319;1798252;194;0;320
716006;Ostrov nad Oslavou;3859;7719676;4569886;0;0;150411;0;1095368;970039;164903;137743;631326;301;13;532
716014;Suky;602;1611144;1030945;0;0;19227;0;186120;214555;6316;13845;140136;21;1;65
716022;Blaûim u Bezdruûic;429;5928157;2488304;0;0;47151;0;976656;2087768;69965;41800;216513;33;3;69
716031;Krsov;705;4015737;1595259;0;0;32089;0;387618;1839432;11210;26493;123636;27;4;45
716049;Ostrov u Bezdruûic;555;4816966;1792900;0;0;38629;0;309785;2445891;44645;30077;155039;27;9;59
716057;Pl·Ú;617;4181204;1768727;0;0;22672;0;1190167;963279;16667;36946;182746;34;0;63
716065;Ostrov u Macochy;1984;8823575;3864830;0;0;185335;13019;855114;2688278;84014;144413;988572;441;29;793
716073;Ostrov u St¯Ìbra;558;5965652;2920212;0;0;34271;0;134887;2089236;22665;104871;659510;41;2;84
716081;Popov u St¯Ìbra;389;1811560;1105476;0;0;10995;4331;259093;317483;6234;12932;95016;11;3;34
716090;VrhaveË;144;1345884;818480;0;0;8965;0;108798;295975;8245;10057;95364;7;1;28
716103;OstrovaËice;1487;7825216;3924026;0;0;181503;14049;142860;2362532;33591;144861;1021794;239;25;495
716111;Ostrov·nky;1464;1632629;1379906;0;0;97716;12442;1814;0;6141;44578;90032;89;0;220
716120;DÏdovice;466;8854253;915874;0;0;43806;3584;530251;6059133;1104422;25382;171801;50;24;120
716138;DolnÌ Ostrovec;778;5366665;1415070;0;0;65660;0;607710;2738752;154950;82374;302149;129;2;243
716146;HornÌ Ostrovec;531;6339873;2094647;0;0;48861;0;201768;3652231;83045;71762;187559;66;3;160
716154;Lhotka u Tereöova;911;2286486;614379;0;0;43890;0;611317;720879;56158;33754;206109;48;102;205
716162;Ostrovec u Tereöova;752;17860901;1056932;0;0;44862;0;692095;15520699;83245;37581;425487;39;31;106
716171;Ostroûsk· Lhota;4281;6348457;4204313;0;1270;338097;3039;244611;219113;117034;215569;1005411;515;1;1020
716189;Chylice;4969;6099324;2210895;0;452;131232;0;661214;1276897;1377690;107345;333599;292;4;799
716201;Ostroûsk· Nov· Ves;12499;19959065;11214652;0;73603;506154;19440;335115;3497339;2216736;435356;1660670;893;29;2283
716219;Ostruûn·;2150;18848770;1184518;0;0;21384;0;2224055;14501326;45117;59625;812745;87;126;414
716227;Pet¯Ìkov u BrannÈ;466;6234259;0;0;0;1625;0;97171;5968559;15136;13527;138241;22;61;118
716251;Ostruûno na äumavÏ;757;4528585;1001017;0;0;50326;0;937174;2004240;1296;39100;495432;66;7;177
716260;Ostruûno u JiËÌna;567;4356192;1612935;0;0;30707;30760;397341;1319568;658433;57452;248996;46;39;124
716278;BÏlËice u Ost¯edka;583;5010038;888978;0;0;64958;0;299664;3331236;17859;21783;385560;22;21;88
716294;Ost¯edek;1547;4040497;1616201;0;0;110321;0;623551;934181;54933;74827;626483;117;22;320
716308;Vodslivy;1111;4713205;2180142;0;0;35301;0;197533;2117109;6754;37067;139299;34;6;84
716324;Ost¯eöany;2384;6644514;4641341;0;0;365304;864456;45211;19534;23261;213587;471820;368;0;583
716332;Ost¯etÌn;4628;15012659;5949892;0;0;366330;5323;1749859;6100664;113376;196243;530972;282;0;520
716341;Vysok· u Holic;1383;3485022;2412281;0;0;107155;2879;163320;600526;29771;45262;123828;75;0;168
716359;OsvÏtimany;3164;19440503;3575873;0;774296;208584;372250;2276805;10675468;199849;185194;1172184;364;182;1247
716391;OsvraËÌn;1865;11242224;5458130;0;0;220867;52146;1316442;3116822;132564;173227;772026;242;31;495
716405;DolnÌ Plezom;157;2209181;1328882;0;0;20973;5540;127695;615836;11960;8321;89974;4;3;25
716413;HornÌ Plezom;164;2210441;706662;0;0;17961;0;155328;1272710;4772;10827;42181;7;5;32
716421;Lobzy u OöelÌna;769;3476267;1695409;0;0;9399;0;201362;1402281;21184;13610;133022;4;8;42
716430;OöelÌn;746;6506602;2550988;0;0;85799;0;394763;2899341;97719;56767;421225;42;23;117
716448;Otaslavice;3481;7700471;5268503;0;0;574050;268050;151160;143131;173591;198850;923136;539;59;1035
716464;Vincencov;580;1168594;799587;0;0;65006;0;7900;154730;0;27300;114071;71;2;171
716472;OtÏöice;3704;5567465;3949652;0;0;61249;9097;275800;966482;32979;60206;212000;75;4;181
716481;Otice;1873;7203093;6000361;0;0;224623;0;86302;133466;71456;238433;448452;397;0;648
716502;OtÌn u Jind¯ichova Hradce;3324;8681268;3538967;0;0;229214;0;921691;1623744;438641;203772;1725239;267;33;1204
716511;OtÌn u Stona¯ova;909;7168010;1999010;0;0;40469;7235;652132;4157865;56101;29176;226022;38;18;127
716529;Geröov;193;987607;408033;0;0;28132;0;397016;110943;96;14449;28938;17;0;42
716537;OtÌn u MÏ¯Ìna;492;2537490;1484933;0;0;27137;0;322288;540529;16677;32785;113141;54;0;85
716545;Poho¯Ìlky u OtÌna;287;2022443;847492;0;0;48856;0;268672;724792;18751;23076;90804;31;0;89
716553;Otinoves;1308;9529239;7495072;0;0;107438;0;1014469;420848;80670;87382;323360;146;3;537
716561;OtmÌËe;455;2621819;1856177;0;13027;62924;15462;255628;211075;24897;36934;145695;68;1;147
716570;Otnice;7664;8702601;7386339;0;25407;305846;4508;21550;100084;90350;216467;552050;513;0;983
716596;Otovice u Karlov˝ch Var;1511;4417774;1568972;0;0;106585;0;658314;305770;126407;166529;1485197;245;0;463
716600;Otovice u Broumova;1241;10592632;6610981;0;0;73422;0;2110137;894917;116602;122982;663591;152;0;245
716618;Otradice;497;2656531;1025405;0;0;29758;7038;80315;1308092;1662;39181;165080;34;1;65
716626;Otradov;2458;5542223;2758105;0;0;115483;0;1249227;867768;54040;53144;444456;120;9;255
716634;OtroËice;424;3284649;2289541;0;0;65698;6250;457756;285329;7799;43079;129197;53;0;113
716642;Brù;701;4870700;2327539;0;0;8180;0;1558844;531671;148724;30452;265290;33;2;84
716651;MÏchov;930;7783632;1421231;0;0;32280;0;2174894;3424062;268616;32268;430281;27;11;84
716669;OtroËÌn;1918;13428064;4818561;0;0;29543;0;3942740;3770190;148937;107204;610889;107;0;195
716677;PoseË;500;4642718;1740035;0;0;4485;0;905127;1678379;97136;23782;193774;23;3;63
716685;Tisov· u OtroËÌna;506;5078446;34437;0;0;9282;0;2370482;2260348;53999;25023;324875;9;10;43
716715;OtroËinÏves;1600;4265072;1943183;0;0;163823;23762;831603;559471;29647;97105;616478;169;0;252
716731;Otrokovice;10081;14359439;4669598;0;0;757551;42434;1248423;454736;502721;1362758;5321218;1769;747;7239
716766;KvÌtkovice u Otrokovic;3286;5256953;3470198;0;0;136938;18484;204732;108152;45651;198171;1074627;407;70;3068
716901;Jeûovice;394;4926690;927101;0;0;31802;22496;188116;3586420;506;31659;138590;47;10;112
716928;Podveky;655;5331588;3001887;0;0;83513;15974;376105;1526479;13819;74136;239675;96;1;197
716936;SobÏöÌn;1151;7239824;4233326;0;0;115716;4107;669189;1384622;125802;101075;605987;142;47;330
716961;Otvice;2036;5313616;3086758;0;0;87598;33679;572751;100400;89959;154209;1188262;259;79;535
716979;Pesvice;532;3844522;3131970;0;0;52587;20605;82902;100571;4186;56224;395477;60;9;144
716987;Otvovice;1639;6170098;3737422;0;0;193807;88662;69430;1388888;46891;111579;533419;260;24;589
717002;OubÏnice u Votic;2247;7304010;4021451;0;0;167533;34976;1444605;1167230;48345;91833;328037;84;49;244
717037;Ostrov u OubÏnic;363;1540141;1316528;0;0;13350;0;111832;5968;8463;18486;65514;17;0;57
717045;OubÏnice u Dob¯Ìöe;1013;2923200;1995375;0;0;41433;0;453853;191379;35359;40414;165387;62;0;214
717053;Oucmanice;1408;3652519;2531181;0;0;99883;17828;159409;541388;10067;54844;237919;78;0;163
717061;Jitkov;1387;4559434;3004038;0;0;34990;2509;629130;581852;35508;54662;216745;99;5;233
717070;OudoleÚ;2013;6477659;4269466;0;0;86936;18723;1112875;578002;29822;91977;289858;149;8;304
717088;SlavÏtÌn u OudolenÏ;303;2189102;1102627;0;0;25548;0;569243;380329;2603;25121;83631;49;6;107
717096;OvË·ry u KolÌna;1621;10376379;4847500;0;0;107332;27951;259300;1789251;88136;331940;2924969;280;65;713
717100;Nedomice;1044;3232268;2745275;0;0;45374;20510;0;40464;96277;76288;208080;110;0;253
717118;OvË·ry u D¯Ìs;1339;3721366;2650237;0;0;81788;2836;106853;516177;39911;86811;236753;206;1;408
717126;Ovesn· Lhota;764;5596975;2619513;0;0;60664;1368;722947;1903424;31933;67062;190064;79;0;172
717134;OvesnÈ Kladruby;782;15421774;4326085;0;0;30672;0;1837194;7324038;949507;66333;887945;46;7;90
717142;VysoËany u Ovesn˝ch Kladrub;212;2632014;438390;0;0;0;0;965354;1074411;34159;2752;116948;0;0;6
717169;Oznice;2344;6125076;802341;0;0;147722;26704;1191371;3364861;24526;61840;505711;173;37;408
717193;Pacetluky;775;2559865;1445388;0;0;109553;33292;432738;312943;10577;43445;171929;81;4;201
717207;Pacov u ÿÌËan;1602;1731279;1210943;0;0;267886;3386;24115;2075;3183;90070;129621;270;104;609
717215;Pacov;6816;16120430;8135082;0;0;571722;25967;1476339;3183150;213710;584364;1930096;1052;52;2466
717274;Pacov u MoravskÈ T¯ebovÈ;890;5170446;2635775;0;0;99240;92070;560424;1486546;30782;39829;225780;52;0;97
717282;MaÚovice u PaËejova;1021;2830608;1422873;0;0;44953;9773;445903;589721;10872;31575;274938;38;6;87
717304;PaËejov;2223;6671459;2583400;0;0;225265;41235;842984;1945163;263077;111676;658659;202;32;434
717312;Str·ûovice u PaËejova;2593;5433803;2224213;0;0;52282;0;1580988;1104594;32899;51772;387055;49;4;126
717321;T˝¯ovice u PaËejova;680;1894086;23211;0;0;34987;3545;773007;815149;7092;13519;223576;15;8;98
717339;Veleöice u PaËejova;828;2639776;1249910;0;0;53639;11725;442987;399019;54911;34468;393117;49;8;123
717347;Lhota u PaËlavic;1430;3577003;1457939;0;0;121141;0;19163;1806398;20177;43779;108406;98;7;210
717355;PaËlavice;1161;5431120;4395081;0;0;166138;33266;36428;316884;26988;100821;355514;172;6;338
717363;Pornice;2995;6465100;3732028;0;0;137442;54040;88042;2080240;69762;63449;240097;118;9;412
717371;Padochov;892;2492084;732909;0;0;116520;13442;19978;1331619;14513;81735;181368;235;12;424
717380;PalaËov;1564;4135252;1994503;0;0;155004;0;957534;651674;60093;69810;246634;87;6;166
717398;P·leË u Zlonic;1412;5526353;4246849;429174;0;31956;0;43560;420322;25011;70237;259244;99;6;200
717401;»eradice u P·leËku;282;2882049;2604835;0;0;18516;11554;34127;2536;17722;32155;160604;35;6;91
717410;P·leËek;905;3111003;2814536;0;0;30589;21479;9574;22752;21282;42240;148551;65;3;140
717452;Palkovice;5754;15086884;4481626;0;0;1206041;61853;2765915;5054188;154206;364502;998553;865;41;1398
717479;PalonÌn;1192;5372756;3529562;0;0;163812;12541;369245;831101;13937;94026;358532;133;0;248
717487;P·lovice;622;5923609;4717951;0;0;75950;0;193748;392448;94730;75733;373049;58;0;145
717495;Panensk·;490;2410042;1304064;0;0;40058;0;40278;927413;11461;25653;61115;44;0;72
717509;PalupÌn;524;2839008;858076;0;0;59071;0;781910;681815;73795;35168;349173;57;1;96
717525;PamÏtice na MoravÏ;808;3503347;1866318;0;0;104456;11718;324805;857601;13881;40450;284118;94;7;188
717533;PamÏtnÌk;777;1945309;482569;0;0;39889;0;725164;136625;221622;37837;301603;66;2;191
717541;Panensk· RozsÌËka;847;4413107;1931390;0;0;50390;0;554237;1539450;42162;36486;258992;64;0;108
717550;PanenskÈ B¯eûany;1396;5791451;4263547;0;0;300029;0;84150;628212;20075;98267;397171;212;41;427
717568;Panensk˝ T˝nec;1211;6126515;4899849;0;0;128116;32228;133967;112574;16868;96859;706054;191;3;458
717576;⁄herce u PanenskÈho T˝nce;1165;3470976;2736455;0;0;33112;14345;21250;85253;19450;56937;504174;52;0;133
717584;éerotÌn u PanenskÈho T˝nce;996;11197133;3326878;0;0;73002;67947;108944;7100966;46538;64005;408853;104;50;302
717592;PanoöÌ ⁄jezd;2374;7497530;6199408;113934;0;99090;30334;336239;142054;63613;99548;413310;108;9;281
717614;Pansk· Lhota;3829;9429023;5451680;0;0;94459;0;1542482;1640926;65061;86037;548378;108;4;213
717631;PanskÈ Dubenky;1352;3411690;1436000;0;0;61339;0;643441;818886;206959;39533;205532;76;2;179
717649;ParaËov;585;4577496;2362163;0;0;58778;13841;917412;803560;74409;46367;300966;57;0;146
717657;Pardubice;20368;19369612;3135651;0;0;1264308;5599;601429;2098164;1032671;2709391;8522399;4417;169;27780
717835;PardubiËky;3559;3211305;559599;0;0;225235;0;85448;51201;45212;522023;1722587;508;4;1300
717843;Stud·nka;2787;2689353;72969;0;0;229841;0;4644;1279152;219;304827;797701;865;0;4185
717851;Spojil;1039;1754084;1383180;0;0;119036;2642;48285;9026;20990;69694;101231;164;2;330
717959;Trnov·;1706;1536953;446839;0;0;90193;3677;43322;276014;31794;188793;456321;326;0;1158
718033;SvÌtkov;5014;4746759;1669924;0;0;449361;0;245589;509195;158109;602330;1112251;1177;1;1877
718068;Popkovice;1591;2641758;600231;0;0;94410;6444;3815;117516;49655;139111;1630576;167;0;855
718084;NovÈ JesenËany;1582;405479;24864;0;0;164006;0;10433;27172;10606;76453;91945;186;1;1024
718106;Paröovice;1700;13567808;2222322;0;0;140962;0;351184;10485674;26786;67052;273828;126;3;224
718114;Partoltice;1042;3261362;1966952;0;0;44035;0;450140;505004;96247;42641;156343;43;0;90
718122;Partutovice;2209;10077248;5231081;0;0;158101;3226;1661504;2459483;41139;87807;434907;159;1;276
718131;PaseËnice;1605;7748145;577046;0;0;92309;1888;2123422;4539027;94207;67870;252376;91;15;210
718149;Karlov u Paseky;593;2660795;2228;0;0;18941;0;1705358;561753;2561;20881;349073;13;95;151
718157;Mutkov;430;5640549;750353;0;0;19055;0;345877;4333616;24894;18873;147881;16;39;80
718165;Paseka u äternberka;1865;20175107;10752309;0;0;275893;74340;445234;7028073;163429;276784;1159045;328;1;608
718173;Paseky u ProseËe;814;6705296;385203;0;0;56139;0;629384;5463093;0;17657;153820;47;5;122
718203;Paseky nad Jizerou;3391;12699382;227717;0;0;62942;0;2809276;9179382;36936;79224;303905;285;0;500
718211;Paskov;5746;11221399;2791611;0;0;793201;4616;632045;2284287;636168;553496;3525975;909;3;1616
718220;Pasohl·vky;2117;12468370;7939331;0;1445867;49922;44941;347032;337436;1158001;123285;1022555;212;41;564
718238;Pastviny u Kl·öterce nad OrlicÌ;2823;8371105;2270471;0;0;158070;24571;2132697;2561725;608010;88138;527423;153;371;707
718254;Paöovice na MoravÏ;1960;4816073;2139042;0;0;237630;25388;975299;627568;126024;119987;565135;253;2;553
718262;P·tek u PodÏbrad;1989;6917361;5899591;0;0;175762;0;32914;163348;153347;153199;339200;243;0;513
718271;P·tek u Loun;2222;5446622;4373264;0;0;121534;28419;43829;234228;165767;76077;403504;126;16;308
718289;Radonice nad Oh¯Ì;1548;4055004;2968060;0;0;31700;3285;496066;159578;128341;61348;206626;114;2;209
718297;Stradonice u P·tku;2099;5878278;4293771;0;0;85353;16858;87056;882768;43744;80099;388629;123;20;267
718301;Patokryje;842;2628737;1682305;0;0;63754;3580;167667;149348;45858;52210;464015;153;2;283
718319;Pavlice;4091;14013749;6908057;0;0;154796;30228;205950;6038942;72878;124048;478850;215;0;526
718327;PavlÌkov;2146;12124726;8024858;62582;0;213094;23313;63375;2735948;50304;172969;778283;229;14;529
718335;PavlÌnov;1019;6566299;2810635;0;0;80158;7066;764390;2523170;99247;71190;210443;97;38;195
718343;Pavliöov;618;2891826;1276947;0;0;83270;32641;400096;883973;2430;53141;159328;89;5;176
718351;Pavlov u UnhoötÏ;560;1561374;913065;0;0;81243;3286;0;13322;3354;42619;504485;69;16;162
718360;Pavlov u Ryn·rce;550;1743794;1150556;0;0;33380;0;253847;94595;49865;38531;123020;39;0;76
718378;Pavlov u LedËe nad S·zavou;1049;4951165;903526;0;0;82921;0;1848384;1856647;13814;51993;193880;66;3;129
718394;Pavlov u DolnÌch VÏstonic;2161;13028804;2527762;0;1536506;81547;76578;384113;1826548;5320351;149079;1126320;243;23;579
718408;BezdÏkov u T¯eöti;398;2299776;951924;0;0;46815;0;583529;485691;3021;14898;213898;24;0;48
718416;Pavlov u Stona¯ova;1885;9137233;5163817;0;0;82448;0;1378520;1803824;55153;87696;565775;131;0;234
718424;StajiötÏ;432;1894404;1039232;0;0;28079;0;333889;329036;8525;18772;136871;31;0;77
718432;Pavlov;2900;8614727;3541176;0;0;119161;0;1275971;2635130;701711;85459;256119;129;2;249
718441;Star˝ TeleËkov;295;3011894;264510;0;0;16138;0;205576;2454209;4637;6678;60146;10;2;44
718459;Lechovice u Pavlova;580;2182840;732351;0;0;40382;0;119513;1154765;16074;21138;98617;38;1;91
718467;Pavlov u Loötic;1938;4174841;2143664;0;0;66518;0;100842;1607390;5254;45756;205417;74;0;202
718475;Svinov u Pavlova;551;7571838;689521;0;0;43887;0;499530;6134959;8674;16203;179064;23;2;62
718483;Zavadilka;195;569821;429444;0;0;30855;0;10139;45732;2089;10873;40689;28;2;48
718491;Pavlov u Her·lce;669;2865876;771990;0;0;28132;0;518446;1136007;41402;22769;347130;53;2;140
718505;Pavlovice u Vlaöimi;1424;3916398;1932119;0;0;71092;0;408070;1057032;28797;78323;340965;77;0;225
718521;Pavlovice nad MûÌ;733;5415641;1658373;0;0;44091;0;417442;2719440;36028;51910;488357;56;36;132
718530;VÌtovice u Pavlovic;261;2676524;1526042;0;0;1653;0;165862;878460;6210;6411;91886;0;2;23
718548;Pavlovice u Jest¯ebÌ;1002;7667718;3668810;0;0;75336;376021;872511;2213441;35622;78247;347730;55;13;140
718564;Pavlovice u KojetÌna;2248;5217679;4715705;0;0;127653;3203;23230;6442;22102;72491;246853;143;0;404
718581;Pavlovice u P¯erova;4464;5568289;3794595;0;0;300570;12641;143961;838343;14888;126679;336612;204;36;495
718599;PrusÌnky;827;2568527;1782970;0;0;76517;1021;38848;545772;15467;15720;92212;31;2;151
718602;Pazderna;656;3220758;2032873;0;0;92334;0;112938;774386;13503;50126;144598;85;3;156
718611;Pazucha;1027;5183758;1653723;0;0;154902;2600;853748;2264043;4457;32607;217678;71;0;162
718629;Pec;1506;8003877;33889;0;0;108708;0;756937;6845518;62776;63444;132605;125;39;304
718637;Pec pod SnÏûkou;1872;24643721;0;0;0;0;0;1829029;21307096;190624;165893;1151079;297;2;511
718645;Velk· ⁄pa I;991;15690408;0;0;0;3679;0;1255956;13809636;19537;54754;546846;133;0;187
718653;Velk· ⁄pa II;1807;11770788;0;0;0;0;0;2095194;9057934;91311;70423;455926;198;1;279
718661;Pecerady;4197;6949123;4303065;0;0;211765;42644;641841;1116230;46067;98583;488928;193;124;511
718688;Lhota u Pecky;462;2184981;547183;0;0;51346;5813;484886;948701;108;22726;124218;53;0;108
718696;Pecka;2017;6041312;455979;0;0;214958;39120;1446583;3247446;42399;106061;488766;310;83;569
718700;StaÚkov u Pecky;426;2053901;245403;0;0;28839;5311;639591;963394;13297;14706;143360;23;0;69
